loss       nn_bpp     latent_bpp dist_db    psnr_db    rate_bpp   lmbda      time_sec   itr        mac_decoded_pixel residue_bpp motion_bpp alpha      beta       pred_db    dummy_pred img_size   n_pixels   display_order coding_order frame_offset seq_name   residue_arm_weight_rate_bpp residue_arm_bias_rate_bpp residue_ifce_weight_rate_bpp residue_ifce_bias_rate_bpp residue_upsampling_weight_rate_bpp residue_upsampling_bias_rate_bpp residue_synthesis_weight_rate_bpp residue_synthesis_bias_rate_bpp motion_arm_weight_rate_bpp motion_arm_bias_rate_bpp motion_ifce_weight_rate_bpp motion_ifce_bias_rate_bpp motion_upsampling_weight_rate_bpp motion_upsampling_bias_rate_bpp motion_synthesis_weight_rate_bpp motion_synthesis_bias_rate_bpp 
0.210798   0.240664   1.383629   43.154386  43.154386  1.624293   0.000100   164.3      2000       1947.492233 1.383629   0          0          0          0          0          246x246    60516      0          0          0          holo_order_imag_8bits 0.099213   0.005486   0.014211   0.001586   0.006858   0.000000   0.102898   0.010410   0.000000   0          0.000000   0          0.000000   0          0.000000   0          
