loss       nn_bpp     latent_bpp dist_db    psnr_db    rate_bpp   lmbda      time_sec   itr        mac_decoded_pixel residue_bpp motion_bpp alpha      beta       pred_db    dummy_pred img_size   n_pixels   display_order coding_order frame_offset seq_name   residue_arm_weight_rate_bpp residue_arm_bias_rate_bpp residue_ifce_weight_rate_bpp residue_ifce_bias_rate_bpp residue_upsampling_weight_rate_bpp residue_upsampling_bias_rate_bpp residue_synthesis_weight_rate_bpp residue_synthesis_bias_rate_bpp motion_arm_weight_rate_bpp motion_arm_bias_rate_bpp motion_ifce_weight_rate_bpp motion_ifce_bias_rate_bpp motion_upsampling_weight_rate_bpp motion_upsampling_bias_rate_bpp motion_synthesis_weight_rate_bpp motion_synthesis_bias_rate_bpp 
16.395451  0.119567   0.011003   24.764638  24.764638  0.130571   0.100000   186.3      2000       1946.027431 0.011003   0          0          0          0          0          252x252    63504      0          0          0          holo_order_imag_8bits 0.049950   0.003449   0.000724   0.001150   0.004456   0.000000   0.054563   0.005275   0.000000   0          0.000000   0          0.000000   0          0.000000   0          
